01,001000101,00000000,99999999,医師の指示通りに,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000106,00000000,99999999,１日１回朝食後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000107,00000000,99999999,１日１回朝食前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000108,00000000,99999999,１日１回昼食後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000109,00000000,99999999,１日１回昼食前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000110,00000000,99999999,１日１回夕食後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000111,00000000,99999999,１日１回夕食前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000112,00000000,99999999,１日１回夜に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000113,00000000,99999999,１日１回就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000139,00000000,99999999,１日１回朝食直前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000140,00000000,99999999,１日１回昼食直前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000141,00000000,99999999,１日１回夕食直前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000142,00000000,99999999,１日１回朝食間に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000143,00000000,99999999,１日１回昼食間に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000144,00000000,99999999,１日１回夕食間に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000206,00000000,99999999,１日２回朝夕食後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000207,00000000,99999999,１日２回朝夕食前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000208,00000000,99999999,１日２回朝夕食直前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000209,00000000,99999999,１日２回朝夕食間に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000210,00000000,99999999,１日２回朝夕食直後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000211,00000000,99999999,１日２回朝昼食後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000212,00000000,99999999,１日２回朝昼食前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000213,00000000,99999999,１日２回昼夕食後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000214,00000000,99999999,１日２回昼夕食前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000215,00000000,99999999,１日２回朝食後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000216,00000000,99999999,１日２回朝食前及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000217,00000000,99999999,１日２回昼食後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000218,00000000,99999999,１日２回昼食前及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000219,00000000,99999999,１日２回夕食後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000220,00000000,99999999,１日２回夕食前及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000301,00000000,99999999,１日３回毎食後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000305,00000000,99999999,１日３回毎食前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000306,00000000,99999999,１日３回毎食直前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000307,00000000,99999999,１日３回毎食間に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000308,00000000,99999999,１日３回毎食直後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000309,00000000,99999999,１日３回朝夕食後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000310,00000000,99999999,１日３回朝夕食前及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000311,00000000,99999999,１日３回朝夕食間及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000312,00000000,99999999,１日３回朝夕食直後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000313,00000000,99999999,１日３回朝昼食後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000314,00000000,99999999,１日３回朝昼食前及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000315,00000000,99999999,１日３回朝昼食間及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000316,00000000,99999999,１日３回昼夕食後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000317,00000000,99999999,１日３回昼夕食前及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000318,00000000,99999999,１日３回昼夕食間及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000401,00000000,99999999,１日４回毎食後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000404,00000000,99999999,１日４回毎食前及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000405,00000000,99999999,１日４回毎食間及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000406,00000000,99999999,１日４回毎食直後及び就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000407,00000000,99999999,１日４回毎食直後及び間食後に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000408,00000000,99999999,１日４回毎６時間毎に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000503,00000000,99999999,左目　医師の指示通りに,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000504,00000000,99999999,１日左目１回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000505,00000000,99999999,１日左目１回就寝前,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000506,00000000,99999999,１日左目２回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000507,00000000,99999999,１日左目３回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000508,00000000,99999999,１日左目４回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000509,00000000,99999999,１日左目５回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000510,00000000,99999999,１日左目６回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000511,00000000,99999999,左目適時,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000513,00000000,99999999,１日左目　回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000514,00000000,99999999,１日右目１回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000515,00000000,99999999,１日右目１回就寝前に,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000516,00000000,99999999,１日右目１回左目１回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000517,00000000,99999999,１日右目１回左目１回就寝前,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000518,00000000,99999999,１日右目１回左目２回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000519,00000000,99999999,１日右目１回左目３回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000520,00000000,99999999,１日右目１回左目４回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000521,00000000,99999999,１日右目１回左目５回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000522,00000000,99999999,１日右目１回左目６回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000523,00000000,99999999,１日右目２回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000524,00000000,99999999,１日右目２回左目１回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000525,00000000,99999999,１日右目２回左目２回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000526,00000000,99999999,１日右目２回左目３回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000527,00000000,99999999,１日右目２回左目４回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000528,00000000,99999999,１日右目２回左目５回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000529,00000000,99999999,１日右目２回左目６回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000530,00000000,99999999,１日右目３回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000531,00000000,99999999,１日右目３回左目１回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000532,00000000,99999999,１日右目３回左目２回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000533,00000000,99999999,１日右目３回左目３回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000534,00000000,99999999,１日右目３回左目４回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000535,00000000,99999999,１日右目３回左目５回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000536,00000000,99999999,１日右目３回左目６回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000537,00000000,99999999,１日右目４回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000538,00000000,99999999,１日右目４回左目１回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000539,00000000,99999999,１日右目４回左目２回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000540,00000000,99999999,１日右目４回左目３回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000541,00000000,99999999,１日右目４回左目４回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000542,00000000,99999999,１日右目４回左目５回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000543,00000000,99999999,１日右目４回左目６回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000544,00000000,99999999,１日右目５回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000545,00000000,99999999,１日右目５回左目１回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000546,00000000,99999999,１日右目５回左目２回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000547,00000000,99999999,１日右目５回左目３回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000548,00000000,99999999,１日右目５回左目４回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000549,00000000,99999999,１日右目５回左目５回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000550,00000000,99999999,１日右目５回左目６回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000551,00000000,99999999,１日右目６回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000552,00000000,99999999,１日右目６回左目１回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000553,00000000,99999999,１日右目６回左目２回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000554,00000000,99999999,１日右目６回左目３回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000555,00000000,99999999,１日右目６回左目４回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000556,00000000,99999999,１日右目６回左目５回,000000000.00,0,,000,000,,,,,,,,,,,,,
01,001000557,00000000,99999999,１日右目６回左目６回,000000000.00,0,,000,000,,,,,,,,,,,,,
